user_input,intent,source,user_input_clean,text_length,word_count,avg_word_length,exclamation_count,question_count,intent_encoded,cleaned_text,token_count,avg_token_length,has_question,has_exclamation,question_word_count,is_valid_length
It is Adam,GreetingResponse,chatbots,it is adam,10,3,2.6666666666666665,0,0,8,it be adam,3,2.6666666666666665,0,0,0,1
 what kind of ground transportation can you offer me in seattle,atis_ground_service,atis,what kind of ground transportation can you offer me in seattle,62,11,4.727272727272728,0,0,40,what kind of ground transportation can you offer I in seattle,11,4.636363636363637,0,0,1,1
 what type of plane is an m80,atis_aircraft,atis,what type of plane is an m,26,7,2.857142857142857,0,0,24,what type of plane be an m80,7,3.142857142857143,0,0,1,1
 show me all flights from boston to detroit,atis_flight,atis,show me all flights from boston to detroit,42,8,4.375,0,0,35,show I all flight from boston to detroit,8,4.125,0,0,0,1
You are a very clever girl,Clever,chatbots,you are a very clever girl,26,6,3.5,0,0,0,you be a very clever girl,6,3.3333333333333335,0,0,0,1
 flight information from oakland to denver,atis_flight,atis,flight information from oakland to denver,41,6,6.0,0,0,35,flight information from oakland to denver,6,6.0,0,0,0,1
 what are the flights from tacoma to san jose on wednesday the nineteenth,atis_flight,atis,what are the flights from tacoma to san jose on wednesday the nineteenth,72,13,4.615384615384615,0,0,35,what be the flight from tacoma to san jose on wednesday the nineteenth,13,4.461538461538462,0,0,1,1
 what is the least expensive business class flight between atlanta and dallas,atis_flight,atis,what is the least expensive business class flight between atlanta and dallas,76,12,5.416666666666667,0,0,35,what be the least expensive business class flight between atlanta and dallas,12,5.416666666666667,0,0,1,1
 how many seats in a 734,atis_capacity,atis,how many seats in a,19,5,3.0,0,0,31,how many seat in a 734,6,2.8333333333333335,0,0,1,1
 what kinds of planes are used by midway airlines,atis_aircraft,atis,what kinds of planes are used by midway airlines,48,9,4.444444444444445,0,0,24,what kind of plane be use by midway airline,9,3.888888888888889,0,0,1,1
 what flights from new york to los angeles,atis_flight,atis,what flights from new york to los angeles,41,8,4.25,0,0,35,what flight from new york to los angeles,8,4.125,0,0,1,1
 airline code as,atis_airline,atis,airline code as,15,3,4.333333333333333,0,0,28,airline code as,3,4.333333333333333,0,0,0,1
 what flights are there from san francisco to philadelphia daily with economy class,atis_flight,atis,what flights are there from san francisco to philadelphia daily with economy class,82,13,5.384615384615385,0,0,35,what flight be there from san francisco to philadelphia daily with economy class,13,5.230769230769231,0,0,1,1
 i would like the first flight from toronto to montreal next friday,atis_flight,atis,i would like the first flight from toronto to montreal next friday,66,12,4.583333333333333,0,0,35,I would like the first flight from toronto to montreal next friday,12,4.583333333333333,0,0,0,1
 find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,atis_flight,atis,find a flight between denver and oakland the flight should leave in the afternoon and arrive near pm the flight should also be nonstop,134,24,4.625,0,0,35,find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,25,4.48,0,0,0,1
That's helpful,Thanks,chatbots,thats helpful,13,2,6.0,0,0,18,that s helpful,3,4.0,0,0,0,1
 show flights leaving boston on wednesday morning and arriving in denver,atis_flight,atis,show flights leaving boston on wednesday morning and arriving in denver,71,11,5.545454545454546,0,0,35,show flight leave boston on wednesday morning and arrive in denver,11,5.090909090909091,0,0,0,1
 give me the flights from new york to las vegas and memphis to las vegas on sunday,atis_flight,atis,give me the flights from new york to las vegas and memphis to las vegas on sunday,81,17,3.823529411764706,0,0,35,give I the flight from new york to las vegas and memphis to las vegas on sunday,17,3.7058823529411766,0,0,0,1
 american flights from cincinnati to houston,atis_flight,atis,american flights from cincinnati to houston,43,6,6.333333333333333,0,0,35,american flight from cincinnati to houston,6,6.166666666666667,0,0,0,1
 give me the latest northwest airlines flight from milwaukee to tacoma tomorrow,atis_flight,atis,give me the latest northwest airlines flight from milwaukee to tacoma tomorrow,78,12,5.583333333333333,0,0,35,give I the late northwest airline flight from milwaukee to tacoma tomorrow,12,5.25,0,0,0,1
 what is the earliest flight on thursday from atlanta to washington dc,atis_flight,atis,what is the earliest flight on thursday from atlanta to washington dc,69,12,4.833333333333333,0,0,35,what be the early flight on thursday from atlanta to washington dc,12,4.583333333333333,0,0,1,1
 i would like a coach class seat on a flight leaving denver arriving atlanta,atis_flight,atis,i would like a coach class seat on a flight leaving denver arriving atlanta,75,14,4.428571428571429,0,0,35,I would like a coach class seat on a flight leave denver arrive atlanta,14,4.142857142857143,0,0,0,1
 what ground transportation is available at baltimore,atis_ground_service,atis,what ground transportation is available at baltimore,52,7,6.571428571428571,0,0,40,what ground transportation be available at baltimore,7,6.571428571428571,0,0,1,1
 all flights from charlotte to anywhere on us air around 1 pm,atis_flight,atis,all flights from charlotte to anywhere on us air around pm,58,11,4.363636363636363,0,0,35,all flight from charlotte to anywhere on we air around 1 pm,12,4.0,0,0,0,1
 what are the classes of service on delta airlines,atis_flight,atis,what are the classes of service on delta airlines,49,9,4.555555555555555,0,0,35,what be the class of service on delta airline,9,4.111111111111111,0,0,1,1
 leaving denver flying to san francisco before 10 am what type of aircraft is used,atis_aircraft,atis,leaving denver flying to san francisco before am what type of aircraft is used,78,14,4.642857142857143,0,0,24,leave denver fly to san francisco before 10 be what type of aircraft be use,15,4.066666666666666,0,0,0,1
 give me the flights on december twenty seventh with the fares from indianapolis to orlando,atis_flight,atis,give me the flights on december twenty seventh with the fares from indianapolis to orlando,90,15,5.066666666666666,0,0,35,give I the flight on december twenty seventh with the fare from indianapoli to orlando,15,4.8,0,0,0,1
 what are the fares from newark to la monday and wednesday,atis_airfare,atis,what are the fares from newark to la monday and wednesday,57,11,4.2727272727272725,0,0,26,what be the fare from newark to la monday and wednesday,11,4.090909090909091,0,0,1,1
 what is the latest evening flight leaving san francisco for washington,atis_flight,atis,what is the latest evening flight leaving san francisco for washington,70,11,5.454545454545454,0,0,35,what be the late evening flight leave san francisco for washington,11,5.090909090909091,0,0,1,1
 all flights from sfo to long beach,atis_flight,atis,all flights from sfo to long beach,34,7,4.0,0,0,35,all flight from sfo to long beach,7,3.857142857142857,0,0,0,1
 i want a evening flight from dallas to milwaukee,atis_flight,atis,i want a evening flight from dallas to milwaukee,48,9,4.444444444444445,0,0,35,I want a evening flight from dallas to milwaukee,9,4.444444444444445,0,0,0,1
 show me the flights from boston to pittsburgh on wednesday,atis_flight,atis,show me the flights from boston to pittsburgh on wednesday,58,10,4.9,0,0,35,show I the flight from boston to pittsburgh on wednesday,10,4.7,0,0,0,1
 which airlines have connections between pittsburgh and baltimore,atis_airline,atis,which airlines have connections between pittsburgh and baltimore,64,8,7.125,0,0,28,which airline have connection between pittsburgh and baltimore,8,6.875,0,0,1,1
 what does mco mean,atis_abbreviation,atis,what does mco mean,18,4,3.75,0,0,23,what do mco mean,4,3.25,0,0,1,1
 do you have a twa flight leaving early in the morning to san francisco from denver,atis_flight,atis,do you have a twa flight leaving early in the morning to san francisco from denver,82,16,4.1875,0,0,35,do you have a twa flight leave early in the morning to san francisco from denver,16,4.0625,0,0,0,1
 i need one first class ticket from dallas fort worth to san francisco,atis_airfare,atis,i need one first class ticket from dallas fort worth to san francisco,69,13,4.384615384615385,0,0,26,I need one first class ticket from dallas fort worth to san francisco,13,4.384615384615385,0,0,0,1
 on the earliest flight from san francisco to atlanta on delta is a meal being served,atis_flight,atis,on the earliest flight from san francisco to atlanta on delta is a meal being served,84,16,4.3125,0,0,35,on the early flight from san francisco to atlanta on delta be a meal be serve,16,3.875,0,0,0,1
 is there transportation from the atlanta airport to downtown atlanta,atis_ground_service,atis,is there transportation from the atlanta airport to downtown atlanta,68,10,5.9,0,0,40,be there transportation from the atlanta airport to downtown atlanta,10,5.9,0,0,0,1
 what is the fare on november seventh going one way from san francisco to oakland,atis_airfare,atis,what is the fare on november seventh going one way from san francisco to oakland,80,15,4.4,0,0,26,what be the fare on november seventh go one way from san francisco to oakland,15,4.2,0,0,1,1
 flight from denver to philadelphia saturday afternoon,atis_flight,atis,flight from denver to philadelphia saturday afternoon,53,7,6.714285714285714,0,0,35,flight from denver to philadelphia saturday afternoon,7,6.714285714285714,0,0,0,1
 my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,atis_flight,atis,my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,143,28,4.142857142857143,0,0,35,my destination be san francisco I live in denver I would like a flight on august thirtieth in the morning on any airline that will get I there,28,4.107142857142857,0,0,0,1
 please list the flight schedule from baltimore to san francisco on friday nights,atis_flight_time,atis,please list the flight schedule from baltimore to san francisco on friday nights,80,13,5.230769230769231,0,0,38,please list the flight schedule from baltimore to san francisco on friday night,13,5.153846153846154,0,0,0,1
